date,name,weight,std
2020-06-16T00:00:00Z,raisin,18.4375,NA
2020-06-16T00:00:00Z,simone,10.4375,NA
2020-06-16T00:00:00Z,gagne,NA,NA
2020-06-18T00:00:00Z,raisin,18.5,NA
2020-06-18T00:00:00Z,simone,10.4375,NA
2020-06-18T00:00:00Z,gagne,NA,NA
2020-06-21T00:00:00Z,raisin,18.1875,NA
2020-06-21T00:00:00Z,simone,10.4375,NA
2020-06-21T00:00:00Z,gagne,NA,NA
2020-06-23T00:00:00Z,raisin,18.3125,NA
2020-06-23T00:00:00Z,simone,10.5,NA
2020-06-23T00:00:00Z,gagne,NA,NA
2020-07-12T00:00:00Z,raisin,18.5625,NA
2020-07-12T00:00:00Z,simone,10.5,NA
2020-07-12T00:00:00Z,gagne,NA,NA
2020-07-13T00:00:00Z,raisin,18.375,NA
2020-07-13T00:00:00Z,simone,NA,NA
2020-07-13T00:00:00Z,gagne,NA,NA
2020-07-14T00:00:00Z,raisin,18.375,NA
2020-07-14T00:00:00Z,simone,NA,NA
2020-07-14T00:00:00Z,gagne,NA,NA
2020-07-15T00:00:00Z,raisin,18.5,NA
2020-07-15T00:00:00Z,simone,10.375,NA
2020-07-15T00:00:00Z,gagne,NA,NA
2020-07-17T00:00:00Z,raisin,18.3125,NA
2020-07-17T00:00:00Z,simone,10.75,NA
2020-07-17T00:00:00Z,gagne,NA,NA
2020-07-18T00:00:00Z,raisin,18.5625,NA
2020-07-18T00:00:00Z,simone,NA,NA
2020-07-18T00:00:00Z,gagne,NA,NA
2020-07-20T00:00:00Z,raisin,18.625,NA
2020-07-20T00:00:00Z,simone,10.4375,NA
2020-07-20T00:00:00Z,gagne,NA,NA
2020-07-23T00:00:00Z,raisin,18.625,NA
2020-07-23T00:00:00Z,simone,NA,NA
2020-07-23T00:00:00Z,gagne,NA,NA
2020-07-24T00:00:00Z,raisin,18.5,NA
2020-07-24T00:00:00Z,simone,10.5625,NA
2020-07-24T00:00:00Z,gagne,NA,NA
2020-07-27T00:00:00Z,raisin,18.5625,NA
2020-07-27T00:00:00Z,simone,10.5,NA
2020-07-27T00:00:00Z,gagne,NA,NA
2020-07-29T00:00:00Z,raisin,18.375,NA
2020-07-29T00:00:00Z,simone,10.5,NA
2020-07-29T00:00:00Z,gagne,NA,NA
2020-07-31T00:00:00Z,raisin,18.4375,NA
2020-07-31T00:00:00Z,simone,10.4375,NA
2020-07-31T00:00:00Z,gagne,NA,NA
2020-08-02T00:00:00Z,raisin,18.5625,20.975
2020-08-02T00:00:00Z,simone,10.625,20.975
2020-08-02T00:00:00Z,gagne,NA,20.975
2020-08-03T00:00:00Z,raisin,18.4375,NA
2020-08-03T00:00:00Z,simone,10.5,NA
2020-08-03T00:00:00Z,gagne,NA,NA
2020-08-04T00:00:00Z,raisin,18.5625,NA
2020-08-04T00:00:00Z,simone,10.4375,NA
2020-08-04T00:00:00Z,gagne,NA,NA
2020-08-06T00:00:00Z,raisin,18.5,NA
2020-08-06T00:00:00Z,simone,10.5625,NA
2020-08-06T00:00:00Z,gagne,NA,NA
2020-08-07T00:00:00Z,raisin,18.3125,NA
2020-08-07T00:00:00Z,simone,10.375,NA
2020-08-07T00:00:00Z,gagne,NA,NA
2020-09-01T00:00:00Z,raisin,18.5625,NA
2020-09-01T00:00:00Z,simone,9.375,NA
2020-09-01T00:00:00Z,gagne,NA,NA
2020-09-07T00:00:00Z,raisin,18.1875,NA
2020-09-07T00:00:00Z,simone,9.9375,NA
2020-09-07T00:00:00Z,gagne,NA,NA
